,doc_type,doc_text,doc_id,number_label
10,alt.atheism,article charley wingate write energy spend lousy syllogism say volumes true position reason group agree spend much energy nonexistance god satan angel freewill god tell n mozumder,51282,0
11,alt.atheism,frank dwyer write article mat andtbacka write objective value please specific importantly motivate take wild guess say freedom objectively valuable yes freedom world general seem value freedom tibetan example mathew,53377,0
12,alt.atheism,article n mozumder write thing relate navy men get tatoos say mom love mom make men compare homo raise study get point oh bobby priceless ever tell policy bobby post anyone give damn flick thread high speed search post bobby generate whole pile followup go extract hilarious quote inevitably present sig purpose work guy say arrive ask bobby real betcha welcome alt atheism rest assure get bad pearl wisdom bobby reproduce anyone keith keep big file stuff infinite wisdom universe create nothing say become therefore allah exists bobby mozumder prove existence allah wait say human rarely reasonable contradict atheism everything explain logic reason contradiction atheism prove false bobby mozumder prove existence allah believer contradictory quran allah exist bobby mozumder prove existence allah thing relate navy men get tatoos say mom love mom make men compare homo raise study get point bobby mozumder islamically rigorous alt atheism mmmmm quality quantity new voice islam pbuh cheer simon simon clippingdale department computer science tel university warwick fax coventry cv4 u k,51256,0
13,alt.atheism,robert knowles write atheist time hand ok first apologize bother read faq first fire imprecise flame inexcusable nickname bake flamethrower timmons sure robert koresh fetesh sic knowles seem good koresh compound noon today chance remember koresh dried sin pass beef jerky umm umm least rely keep post fetish beef jerky david bake timmons iii nothing high strong wholesome useful life good memory alyosha brother karamazov dostoevsky,53289,0
14,alt.atheism,article dean kaflowitz write dean kaflowitz subject go hell date tue apr gmt article dave fuller write write blashephemers go hell believe god prepare eternal damnation mean prepare surrounded thumpers proven hellish enough even dead yet well prepared get big beach umbrellas gel pack ice thing big coleman cooler load miller draft miller draft sue new pair new balance sneaker sony watchman couple carton bonton cheddar cheese popcorn decide wear yet wear eternal damnation dean kaflowitz wear nice boxer short bring plenty spf sunscreen grab bath suit towerl hotdog bonfire cookout sound good enough dean poster invite tammy trim healy,53393,0
15,alt.atheism,article ken arromdee write article jon livesey writes say innocent person kill sense bad many certainly feel way punish someone single murder reform system x reduce number death produce system xx say go back system x even introduce single extra death bob seem think bad many sense somewhat strong indicate argument sole purpose death penalty kill people primary argue purpose continue kill people practice almost utility especially know kill innocent unconscionable least existence prison system transportation system base merit society detriment willing lose innocent life overwhelm benefit continue existence system stretch evidence argument make claim capital punishment case clear maintain capital punsihment system kill innocent people provide net positive gain pin corner ask respond belief state right take life open debate seem others tire thread anyway bob beauchaine say queen stay blew bronx away sank manhattan sea,51136,0
16,alt.atheism,article jon livesey write article writes article douglas graham writes wait minute doug know good inform never invade nicaragua far know invaded nicaragua several time century include october february haiti occupy thanks jon forgotten invasion ever learn mean really forget read context recent sandinistas expect imminent invasion u never happen stand correct thanks panama invade true twice century create panama first place foment intervene civil war republic colombia troop land colombia help uprise colombia duly dismember replace country order build panama canal new republic panama remember bush invasion mention good ol teddy r know get thing do jon regard jim b,53492,0
17,alt.atheism,article charley wingate write several year periodically ask charley wingate explain mythical alternative rationality propound enthusiastically pops month reluctance explain indicates hot say enough time alternative think catch alternative point rationality alternative problem metaphysical religious knowledge unsolvable say human solve truly alternative basis whatsoever claim usual line call prejudgment atheism dispute reason admit alternative possible basis claim anything reason reason inapplicable religious knowledge possibly reason conflict religious knowledge sounds much provide rational defense belief prefer discard rationality rather accept false hope make happy repeat unfounded assertion effect advance cause jim perry decision support inc matthew nc opinion nominal fee,51274,0
18,alt.atheism,article gregg jaeger write article jon livesey write hope islamic bank something bcci rip many small depositor muslim community uk elsewhere grow childish propagandist gosh gregg pretty good reading line give precious little work refutation maybe flesh bit miss full grandeur content virtue blind atheism bob beauchaine say queen stay blew bronx away sank manhattan sea,53226,0
19,alt.atheism,gregg jaeger write article robert beauchaine write neil bcci adapt koran rule bank time august let see guy writes piece title implies something case gregg provide even title article support contention support position intend anyone respect gregg question even manage include reference head firmly engage as excuse support nothing reason believe piece anything anti islamic slander job also reason believe islamic slander job apart prejudice respect title real content look article want true tell islamic bank yes mere report time state bcci follow islamic banking rule gregg know islam good know bcci bad therefore bcci islamic anyone say otherwise obviously spread slanderous propaganda someone want discuss issue seriously glad real discussion provide reference see someone want provide reference article agree also respond reference article agree mmm yes intellectually stimulate debate doubtless spend time soc culture islam get special place kill file right next bobby want join post become convince simply waste time try reason moslem hop achieve mathew,53260,0
20,alt.atheism,article frank dwyer writes article jon livesey write false dichotomy claim kill religiously motivate say wrong say kill religiously motivate spelled detail killing say religously motivated example claim recent assassination catholic construction worker connection ira probably religously motivated time write think someone claim current violence motivate religion reach call someone write killing n religously motivate possible argue religion major contribute factor violence present know evidence enough historian debate give avow aim ira take northern ireland country particular church write constitution restriction civil right dictate church fail see word appropriate claim killing n religously motivate grotesque mean church believer always history face rewrite attack different claim claim ira terrorist plant bomb warrington motive great glory god sorry frank put quote word post tell different claim longer stand original claim say mean thing say killing n religously motivate say terrorist plant bomb religious motive example mean clarify new claim different claim refer claim seemingly attack previous post namely religion major historical cause present violence assert opposite hand bunch double talk seemingly attack quote attack jon,53408,0
21,alt.atheism,benedikt rosenau write great authority contradictory exist contradictory property language correct thing define contradictory language exist object definition reality amend thing describe contradictory language exist come something plainly false failure description merely failures description remember c wingate peace god peace strife close sod yet brother pray thing tove mangoe marv lous peace god,51267,0
22,alt.atheism,article write article write god create lucifer perfect nature give along angels free moral god prevent lucifer fall take away ability choose moral alternative worship god worship lucifer moral choice determine determines standard opinion opinion delta correlate bobby post ago say lucifer free seem jw believe contrary talk lucifer suggest experiment determine wrong claim right norman,51199,0
23,alt.atheism,article tan chade meng dan write kent sandvik writes article eric mola write christianity infectious cult reason flourish give people hope drive purpose life safety blank hide oh wow follow christian moral standard get eternal happiness agree many case primitive emotional feeling base haha laugh hell mentality make certain religion attractive certain personality agree u like make small point xtianity dogmatic religion attract people hope etc also attract average people well believe xtainity thru escapist doctrine absolutist attitude provide great psychological shelter day day frustration unhappiness fear uncertainty unknown etc good point think average people take christianity much fear escapism quite simply way improve social life get involve american culture kid immigrant example overwhelm major religion western world form simply choice people take bore want something new life somethong new ordinary seem little weak long hurt anybody something say attractiveness religion drive fear man worship sacred mountain sacred stone sacred tree however buddha also say somebody find peace religion let good quote agree let make sure alter scond include something let long prevent others find peace something course suppose someone really peace need inflict evangelism personally feel religion poweful psychological effect let theist problem religion cause enormous harm non believer humanity whole holy war inquisition inter religious hatred impedence science intellectual progress attitudes need say really know comment well sure thing live live popularity seem come go remember first enter high school atheist always friend time convert always christianity also immigrants taiwan son immigrant hence earlier gross generalization christianity seem lot popular people ever notice maybe perception chagning know perfectly willing live let live long set abstract right agreement treat desire hurt notion well put argument usenet never good argumentation really seem apply christian even atheist simply step person take naturally almost instinctively best regard adam john cooper verily often laughed weakling think good simply claw unenlightened buddhism characteristic tan chade meng expect cosmic religion future singapore transcend personal god avoids dogmas theology cover natural spiritual base religious sense aspire experience thing natural spiritual meaningful unity einstein,53137,0
24,alt.atheism,article charley wingate write rosenau write revelation thing charley talk intellectual engagement revelation well obviously risk take ah core question let suggest scenario grant god exist use revelation communicate human say revelation take form paraphrase word infinitely powerful deity grab poor schmuck make take dictation hide away year exist human personally experienced revelation person observe revelation seem contain element contradict rather strongly aspects observed world person ever see many mutually contradictory claim revelation base person blame conclude absent personal revelation almost certainly nothing revelation thing objectivist particularly impressed problem conceptualization problem case least bad try explain quantum mechanic relativity term ordinary experience get understanding language perspective ordinary phenomenon inconsistent perspective describe rather inexact charitable analogous situation supposedly obtain metaphysics problem well descriptive language available absent well language absent observation support claim revelation blame doubt whole thing drive think long time come honest conclusion deity nothing one propose religion familiar happen say christian god hold accountable honest mistake sincerely ray ingles meek earth rest go star robert heinlein,51275,0
25,alt.atheism,jon livesey write explain instinctive act moral act happy listen example instinctive murder murder moral significance nothing voluntary see go say moral act significant voluntary think anyway human ability disregard instincts intelligent being moral even bahavior being mimic start get point mimicry necessarily action imitate parrot say pretty polly necessarily comment pulchritude polly attach many thing term moral think let try good animal specie kill think right think animal machine nothing either right wrong animal specie kill arbitarily poster give many example exactly seem short memory arbitrary killing slaying related sort mat ritual whatnot try say act morality animal intelligent enough think say possibility organism people talk consider alternative right post reply yes still understand distinction mean consider small child moral gorilla dolphin platypus line draw need aware call mechanism seem prevent animal specie arbitrarily kill find fact significant keith,53217,0
26,alt.atheism,article douglas graham writes article jon livesey write article douglas graham write er jon ken say previously people country unfortunately jews survive sure sound ken accuse guy nazi previous post deleted yes yes perfectly fine rant agree completely anything issue hand ken accuse fellow germany nazi grant explicity make accusation come pretty damn close certainly accuse guy sympathize like exterminate jew good enough poster casually trash year jewish history ken reply previously people germany right also people formally nazis nazi party go nowhere active tacit support ordinary man street behave casual anti semitism perfectly acceptable exactly understand write see matter hand jon,51183,0
27,alt.atheism,archive name atheism faq alt atheism archive name faq last modify april version alt atheism frequently ask question file contain response article occur repeatedly alt atheism point cover one cover introduction atheism advise read article well post answer intend exhaustive definitive purpose periodic faq posting stifle debate raise level something say concern question cover answer give please feel free make point overview content purpose newsgroup hitler atheist bible prove pascal wager razor good believe jesus know god exist einstein god play dice everyone worships something causeless cause universe complex design independent evidence bible true godel incompleteness theorem george bush atheism patriotism know hell biblical contradiction want usa christian nation usa christian nation typical post newsgroup atheism atheist organize group discuss response many thing discuss include reasonable feign theism order upset family prayer school discrimination atheist sunday trade law satanic child overt atheist stay closet religious society prey sic new college student get rid unwanted proselytizers religion danger society individual people become atheists course inevitably alt atheism tends attract evangelical christian look someone convert reader newsgroup want preach seem derive perverse pleasure tear apart particularly ill consider uninformed posting typical post hitler atheist look response adolf hitler emphatically atheist say folkish mind man particular sacred duty denomination make people stop talk superficially god actually fulfill god let god word desecrate orig ital god give men form essence ability anyone destroy work declare war lord creation divine therefore let man active denomination please let man take first sacred duty oppose anyone activity word deed step confines religious community try butt hence today believe act accordance almighty creator defend jew fight work lord ital adolf hitler mein kampf trans ralph mannheim course someone bad believe something make belief wrong also entirely possible hitler lie claim believe god certainly conclude atheist typical post bible say response reader alt atheism feel bible questionable accuracy write thousand year ago many author record oral tradition exist many year thus claim truth questionable legitimacy say bible truth simply truth examine accept many reader group also feel passage subject interpretation claim passage mean thing thing legitimate note feel tends extend book also remarkable many atheist theist tend ignore equally plausible religious book favour religion typical posting believe god turn incorrect lose nothing believe god turn incorrect go hell therefore foolish atheist response argument know pascal wager several flaw firstly indicate religion follow indeed many mutually exclusive contradictory religion often describe avoid wrong hell problem person follower religion x end religion version hell secondly statement believe god turn incorrect lose nothing true suppose believe wrong god true god punish foolishness consider also deaths result people reject medicine favour prayer flaw argument base assumption possibility equally likely least comparable likelihood fact possibility god close argument become much less persuasive sadly argument likely convince believe already also many feel intellectually honest people belief base evidence amount intuition matter cost benefit analysis formally speak argument consist statement know god exist believing god bad eternal soul god exist believing god consequence god exist therefore interest believe god approach argument first view assumption consequence problem approach abstract create information information consider invalid information theory statement indicate information god statement indicate beneficial information gain absolute lack information god violate information entropy information extract information cost alternative approach claim assumption problem basically assumption state christian position christian agree assumption argument thus collapse christian interest believe god rather vacuous tautology way pascal intend argument view big reason pascal wager failure god omniscient certainly know really believe believe wager spurn latter assume actually care people believe typical posting people keep talk occam razor response william occam formulate principle become know occam razor original form say multiply entity unnecessarily explain something suppose existence entity nowadays people refer occam razor generally express generally example take simple solution relevance atheism look possible explanation see incredibly intricate complex universe come result natural process incredibly intricate complex universe also god create universe clearly god non complexity give explanation fit fact occam razor suggest take simple solution number unfortunately argue third even simple solution incredibly intricate complex universe imagine third option lead logically towards solipsism many people find unacceptable typical posting want tell people virtues benefit religion response preach appreciate feel free talk religion please write posting conversion theme posting belong alt atheism reject alt atheism moderate try newsgroup talk religion misc doubtless welcome posting atheists favourite newsgroup attempt convert please unto others unto often theist make basic claim god form lengthy analogy parable aware atheist hear god know basic claim sole purpose parable tell atheist god exist brings salvation well post tell nothing tell typical posting know personal experience prayer god exist response many theist personal evidence worship exist many atheist personal evidence being exist evidence varies person person furthermore wish dismiss evidence hand many people claim kind unlikely thing abduct ufos visit ghost typical post albert einstein believe god think clever response einstein comment god play dice universe quotation commonly mention show einstein believe christian god use way context refers einstein refusal uncertainty indicate quantum theory furthermore einstein religious jewish rather christian good quotation show einstein think god follow believe spinoza god reveals orderly harmony exists god concern fate action human being einstein unable accept quantum theory belief objective orderly reality reality subject random event dependent observer believe qm incomplete good theory need statistical interpretation far well theory find much evidence suggest never long quote einstein appear science philosophy religion symposium publish conference science philosophy religion relation democratic way life inc new york say man imbue ordered regularity event firmer becomes conviction room leave side order regularity cause different nature rule human rule divine exist independent cause natural event sure doctrine personal god interfere natural event never refute italic real sense science doctrine always take refuge domain scientific knowledge yet able set foot convince behavior part representative religion unworthy also fatal doctrine maintain clear light dark necessity lose effect mankind incalculable harm human progress struggle ethical good teacher religion stature give doctrine personal god give source fear hope place vast power hand priests labor avail force capable cultivate good true beautiful humanity sure difficult incomparably worthy task einstein also say course lie read religous conviction lie systematically repeat believe personal god never deny express clearly something call religious unbounded admiration structure world far science reveal latter quote albert einstein human side edit helen dukas banesh hoffman publish princeton university press also book believe immortality individual consider ethic exclusively human concern superhuman authority course fact einstein chose believe christianity imply christianity false typical post everyone worship something money power god response true everyone polytheist theists care much thing atheists care atheist reaction example family amount worship theist typical post set integer low bound small member chain cause first element causeless cause response set real number great definite low bound small member even true causeless cause imply cause conscious supernatural entity especially entity match description favour particular religion typical post presence design universe prove god surely think appear chance response know argument design matter dispute element design universe believe complexity diversity living creature earth evidence creator best advise read newsgroup talk origins insufficient space summarize side debate however conclusion scientific evidence favour call scientific creationism furthermore much evidence observation theory explain many complexity universe life earth origin argument design feel existence something incredibly intricate say human improbable surely come chance surely external intelligence direct thing human come chaos deliberately human intelligence improbable surely existence mind capable fashion entire universe complete conscious being immeasurably unlikely approach use argue favour existence creator turn around applied creationist position lead familiar theme creator create universe create creator addition spiral improbability way declare creator create well ask wrong say universe introduce creator indeed stephen hawk book brief history time explain theory universe close finite extent begin end argument design often state analogy call watchmaker argument ask imagine found watch beach assume create watchmaker evolve naturally course assume watchmaker yet watch universe intricate complex argument go universe creator watchmaker analogy suffers particular flaw common argument design firstly watchmaker creates watch pre exist material whereas god claim created universe nothing sort creation clearly fundamentally different analogy rather weak secondly watchmaker make watch many thing world walk beach find nuclear reactor assume create watchmaker argument therefore suggest multitude creator responsible different part creation finally first part watchmaker argument conclude watch part nature order therefore stand randomness nature yet second part argument start position universe obviously random show element order watchmaker argument thus internally inconsistent typical post event new testament confirm independent documentary evidence example response writing josephus often mentioned independent documentary evidence early version josephus work thought mention jesus james extant version discuss john non christian context many scholar believe original mention jesus james pass expand christian copyist several reconstruction original text publish effect much information appear ecclesiastical history eusebius c e worthless historical material deliberate falsification wily eusebius generally acknowledge first thoroughly dishonest historian antiquity eusebius generally give title authorship material aside new testament biographical information jesus well document information please consult frequently ask question file newsgroup soc religion christian typical post godel incompleteness theorem demonstrate impossible bible true complete response godel first incompleteness theorem say consistent formal system sufficiently expressive model ordinary arithmetic formulate expression never prove valid invalid true false formal system technically speak system also recursive decision procedure determine give string axiom formal system essentially system formulate know liar paradox classic liar paradox sentence ordinary english sentence false note proposition undecidable formal system even deduce undecidable logic use theological discussion rarely well define claim godel incompleteness theorem demonstrate impossible prove disprove existence god worthless isolation trivially define formal system possible prove existence god simply existence god state axiom unlikely viewed atheist convince proof however possible succeed produce formal system build axiom atheist theist agree possible show godel incompleteness theorem hold system however still demonstrate impossible prove god exist system furthermore certainly tell anything possible prove existence god generally note also hypothetical formal system tell nothing actual existence god formal system abstraction frequent claim godel incompleteness theorem demonstrate religious text bible book mormon consistent universally applicable religious text formal system claim nonsense typical post george bush really say atheist consider citizen response follow exchange take place chicago airport robert sherman american atheist press george bush august sherman fully accredit reporter present invitation member press corps republican presidential nominee announce federal disaster relief illinois discussion turn presidential primary r win vote americans atheist gb guess pretty weak atheist community faith god important r surely recognize equal citizenship patriotism americans atheists gb know atheist consider citizen consider patriots nation god rs support sound constitutional principle separation state church gb support separation church state high atheist upi report various atheist organization still angry remark exchange appear boulder daily camera monday february also find free magazine fall issue volume number page october mr sherman confrontation murnane cochairman bush illinois campaign concern lawsuit mr sherman file stop community consolidated school district chicago illinois force first grade atheist son pledge allegiance flag united state nation god bush phrase follow conversation take place rs american atheist file pledge allegiance lawsuit yesterday campaign official response filing em bullshit r bullshit em everything american atheist rob bullshit r thank tell official position bush campaign issue welcome bush election american atheist write bush ask retract statement february c boyden gray counsel president reply white house stationery bush substantively stand original statement write aware president religious man support atheism believe atheism unnecessarily encourage supported government information contact american atheist veteran american atheist press cameron road address typical posting know hell hell norway response several town call hell various country world include norway usa whilst information mildly amuse first time hear reader alt atheism get pretty feed hearing week typical post anyone list biblical contradiction response american atheist press publish atheist handbook detail biblical contradiction see accompany post atheist resource detail file contain biblical contradiction available see contact file information typical posting religious belief found father united state consider christian nation response base writing several important found father clear never intend christian nation quote many influence fact ecclesiastical establishment society instance see erect spiritual tyranny ruin civil authority many instance see uphold throne political tyranny instance guardian liberty people ruler wish subvert public liberty find establish clergy convenient auxiliary government institute secure perpetuate need james madison memorial remonstrance almost shudder thought allude fatal example abuse grief history mankind preserve cross consider calamity engine grief produce john adam letter thomas jefferson history believe furnishes example priest ridden people maintain free civil government mark low grade ignorance political well religious leader always avail purpose thomas jefferson baron von humboldt conceive otherwise infinite father expect require worship praise even infinitely benjamin franklin article belief act religion nov typical post true george washington say united state sense found christian religion response quotation often give fact article xi treaty tripoli stat treaty series article government unite state america sense found christian religion character enmity law religion tranquility musselmen say state never enter war act hostility mehomitan nation declare party arise religious opinion ever produce interruption harmony exist country text find congressional record treaty collection charles bevans treaty international agreement united state vol pp english text treaty tripoli approve u senate june ratified president john recently discover arabic version treaty lack quotation lack article xi altogether person translate arabic english joel barlow consul general algiers close friend thomas paine opponent christianity possible barlow make article xi arabic version article find hard say new treaty tripoli ratify longer contain quotation end faq digest,52499,0
28,alt.atheism,article robert singleton write deletion argue latter statement believe god exist rest faith make positive statement god exist strong atheism rather merely say know therefore believe believe weak atheism believe god different say believe god exist still maintain position even read faq strong atheism require faith way usually use view say drive car require faith car drive conclusion faith premise argument use first let say follow language problem regard faith existence christian maintain god exist exist mean space time god god kierkegaard say god exist eternal say feel rather pointless debate call existence god believe god source ground say god exist also accept statement obviously mean different thing however follow use phrase existence god usual sense sense think use like clarification mean existence god word game term god use different way usually use different definition thing commonly accept say way define god exist existence say exist interestingly say existence exist indubitable statement possible say god existence waste time existence already use replace god imply case definition argument far incomplete make fallacy deletion never prove god exist say believe god exist opinion base observation ask observtions refer observation pro con valid establish positive belief deletion follow observation base assumption something exists say level definition assumption god meaningful reject concept anyway evidence god meaningful level benedikt,51253,0
29,alt.atheism,article fred rice writes propose trend great level general depression society psychological problem great sexual promiscuity link latter prime cause former provide evidence stage whole thesis seem reasonable request people ponder damn right provide evidence rarely widespread social phenomenon reducible simple premise psychology hard science roughly mathematical soundness physic premise well right much likely however reflect socialization religious background well need validate religious belief pretend answer say xenophobia guilt intolerance bring adherence fundamentalist religion play large role depress member society mileage obviously vary bob beauchaine say queen stay blew bronx away sank manhattan sea,51135,0
30,alt.atheism,article frank dwyer writes article jon livesey write article frank dwyer write article jon livesey write forget origin quote get ta use word talk lack belief god yes entirely plausible atheist dig lenin lennon extent consider worship still atheist anything else seem newspeak ask follow question regard ardent nazi republican simply germany long kaiser base false dichotomy option present course point simply divide world atheists non atheist basis god belief care belief supernatural deity nothing say behaviour belief supernatural criterion start talk behaviour someone suscept ibility lead bad people bad thing assume worried area care someone sceptical critical autonomous hand gullible excitable easily lead say tendency worship tyrant ideology indicate person easily lead worship belief supernatural hero rather earthly seem beside point jon,53106,0
31,alt.atheism,reply frank dwyer people know word objective mean put next word morality assume idiom define separate term give try objective morality morality build objective value dictionary philosophy anthony fly objectivism belief certain moral truth remain true anyone everyone think desire instance ever deliberately inflict pain simply take pleasure suffer think plausible example even world sadist reject contention remain true remains correct even leave count problem objectivist determine status moral truth method establish judgement report relate see naturalistic fallacy prove fact nature world analytic involve lack action guide content always right thing plainly true virtue vords involve unhelpful practical guide action see analytic synthetic point objectivist talk evident truth deny subjectivist claim self evidence mind beholder leave claim moral judgement true subjectivist well feel remains moral judgement wish associate hold moral opinion suggests know something true preference regard human activity david nye midelfort clinic eau claire wi patently absurd whoever wish become philosopher learn frightened absurdity bertrand russell,53382,0
32,alt.atheism,article peter simple logic argument folly read bible see jesus make fool tried trick logic ability reason spec creation yet think ultimate rely simply reason never know learn accept know anyone eaplain say seem jesus use logic make people use logic look fool sound right maybe told fool people believe hmm sound reasonable find always intrigue see people state transcendental value explain next sentence try explain unexplained value highly strange cheer kent alink ksand private activity net,53473,0
33,alt.atheism,article fred rice writes deletion god create night day sun moon travel orbit motion qur positive aspect verse note dr maurice bucaille geocentrism commonly accept notion time long time afterwards notion geocentrism verse anywhere qur well certainly different look translation find everything way surprise hear night day move orbit sun travel orbit say earth sound geocentric benedikt,53486,0
34,alt.atheism,date apr gmt jon livesey article gregg jaeger write understand point petty sarcasm basic principle islam bear muslim say testify god god mohammad prophet god long explicitly reject islam word consider muslim muslim phenomenon attempt make general rule psychology direct odds basic islamic principle want attack islam better argue something islam explicitly contradict mr mozumder incorrect say commit bad act people temporarily become atheist jon course b incorrect defend islam defend islam infidel say anything dare criticize atheist us argument use petty sarcasm b temporary atheist need temporary atheist later say always good muslim never explicitly reject islam temporary atheism temporary islam temporary marriage none stick teflon religion convenient easy clean expect bunch people even agree phase moon,51210,0
35,alt.atheism,article keith allan schneider say andrew newell writes sure fall back thing available use bad others national anthem change god bless america list go bad maybe definately violation rule govt supposedly follow maybe others change personally concern anthem come daily nearly unavoidable routine christian tempt rub motto face christian debunk standard motto sling get boring good people despise despise people opinion mean chat one refuse listen idea becomes exercise amusement motto legitimate read god god godlessness trust approve motto way get rid current change,53210,0
36,alt.atheism,article ron house write kevin marshall write tammy r healy writes think oh yeah god destroy bud get point million age suffer along life answer know satan make claim way well god god allow satan chance prove way well god know bring come god allow wish individual supercede well billion seriously doubt read bible twice never get impression god satan work sort cooperative arrangement read book job oh bet brian,53086,0
37,alt.atheism,require amount evidence believe pair bluejeans b superhuman power well use argument use nature claim superhuman power human superhuman power human human power human hence superhuman power sound good anyway evidence question depend context group post american college site willing take give pair blue jean assume coherency position take give superhuman power argument evidence respect say existence sic jesus assume mean man special power etc yep many agree possible man call jesus fact live fact willing agree man name jesus reason believe ever man good however claim extradinary eg virgin birth virgin sense sexual intercourse resurection son god claim require extra evidence extra evidence start evidence see evidence v b cynic group ever accept second foundation religion anyone claim see risen jesus back day period therefore discount group ancient anyway choose dismiss whole thing third much metaphysical relationship anything else even agree argue length mean see evidence possible thus interpret extraordinary claim claim statement speaker accept evidence matter c wingate peace peace strife close sod yet brother pray thing tove mangoe marv lous peace god,51268,0
